Date,User ID,Registration Source,Subscription Status,Subscription Start Date,Subscription End Date,Number of Active Widgets,Number of Widget Interactions,Time Spent on Platform,Location
2023-08-29,U03965,Organic,Monthly,2023-09-03,,6,2760,195,India
2023-07-30,U03966,Social Media,Monthly,2023-08-05,,3,1326,390,Germany
2023-12-12,U03967,Organic,Monthly,2023-12-15,,1,383,218,Germany
2023-06-27,U03968,Organic,Annual,2023-07-02,,3,1332,702,India
2023-05-19,U03969,PPC,Monthly,2023-05-24,,6,1176,297,Germany
2023-08-03,U03970,Organic,Free Trial,2023-08-04,,3,744,97,Brazil
2023-05-01,U03971,Referral,Free Trial,2023-05-02,,9,3591,441,UK
2023-11-20,U03972,PPC,Monthly,2023-11-21,,7,1589,145,Germany
2023-02-21,U03973,Organic,Free Trial,2023-03-02,,5,585,167,France
2023-06-01,U03974,Social Media,Free Trial,2023-06-09,,2,632,291,India
2023-07-05,U03975,Organic,Monthly,2023-07-14,,9,423,417,Brazil
2023-06-05,U03976,Referral,Monthly,2023-06-14,,5,2020,164,Germany
2023-12-07,U03977,Organic,Monthly,2023-12-20,,7,3115,472,Germany
2023-01-01,U03978,PPC,Annual,2023-01-09,,9,3222,1187,India
2023-11-08,U03979,Organic,Monthly,2023-11-09,,4,1140,468,USA
2023-08-03,U03980,PPC,Monthly,2023-08-17,,9,171,176,Brazil
2023-11-17,U03981,Social Media,Annual,2023-11-28,,1,35,1834,Brazil
2023-03-19,U03982,Social Media,Monthly,2023-03-24,,6,342,188,UK
2023-08-12,U03983,Organic,Monthly,2023-08-20,,2,712,338,UK
2023-09-02,U03984,Organic,Monthly,2023-09-16,,8,3032,59,Germany
2023-03-22,U03985,Social Media,Free Trial,2023-04-01,,5,115,310,India
2023-03-22,U03986,Referral,Monthly,2023-03-26,,3,327,96,France
2023-02-01,U03987,Organic,Monthly,2023-02-11,,2,392,42,Germany
2023-10-20,U03988,PPC,Inactive,2023-10-26,2023-11-22,0,0,284,UK
2023-02-13,U03989,Organic,Inactive,2023-02-21,2023-03-11,0,0,150,Germany
2023-01-17,U03990,Social Media,Monthly,2023-01-31,,9,3492,215,India
2023-07-13,U03991,Organic,Free Trial,2023-07-24,,8,2304,233,Brazil
2023-03-20,U03992,Organic,Free Trial,2023-03-29,,4,1400,122,Brazil
2023-06-26,U03993,Social Media,Monthly,2023-06-29,,2,674,287,Brazil
2023-09-06,U03994,Organic,Monthly,2023-09-14,,2,352,413,Brazil
2023-02-17,U03995,PPC,Free Trial,2023-02-25,,2,262,362,France
2023-11-25,U03996,PPC,Monthly,2023-11-30,,6,2412,14,USA
2023-02-12,U03997,Organic,Free Trial,2023-02-23,,7,3367,391,France
2023-01-21,U03998,Organic,Inactive,2023-01-23,2023-02-12,0,0,221,Germany
2023-08-16,U03999,PPC,Free Trial,2023-08-20,,2,68,265,UK
2023-01-22,U04000,Organic,Inactive,2023-01-24,2023-02-20,0,0,343,India
2023-05-14,U04001,PPC,Inactive,2023-05-22,2023-06-07,0,0,484,Germany
2023-05-25,U04002,Social Media,Monthly,2023-05-28,,4,152,483,USA
2023-08-26,U04003,Social Media,Annual,2023-09-04,,5,2265,1248,India
2023-07-06,U04004,Organic,Monthly,2023-07-07,,7,2324,39,India
2023-08-06,U04005,Organic,Monthly,2023-08-13,,9,3150,356,India
2023-01-16,U04006,Organic,Monthly,2023-01-20,,2,644,419,Germany
2023-11-25,U04007,Organic,Monthly,2023-12-06,,8,648,91,USA
2023-07-05,U04008,PPC,Monthly,2023-07-11,,3,837,480,Germany
2023-12-23,U04009,PPC,Monthly,2023-12-26,,9,2331,245,India
2023-11-19,U04010,Organic,Monthly,2023-11-22,,4,1216,353,India
2023-08-05,U04011,Organic,Free Trial,2023-08-06,,3,459,397,UK
2023-07-20,U04012,Organic,Monthly,2023-07-22,,6,1698,370,France
2023-10-03,U04013,PPC,Free Trial,2023-10-14,,9,2088,332,Germany
2023-03-10,U04014,Organic,Free Trial,2023-03-20,,7,588,262,USA
2023-06-01,U04015,PPC,Free Trial,2023-06-11,,4,444,127,India
2023-08-04,U04016,Organic,Free Trial,2023-08-05,,3,87,436,Germany
2023-05-05,U04017,Social Media,Free Trial,2023-05-18,,4,504,39,France
2023-04-23,U04018,Social Media,Inactive,2023-05-01,2023-06-18,0,0,120,Germany
2023-12-24,U04019,Organic,Free Trial,2024-01-07,,3,1146,409,France
2023-07-18,U04020,Organic,Monthly,2023-08-01,,9,1638,263,Germany
2023-07-18,U04021,PPC,Free Trial,2023-07-22,,4,52,208,UK
2023-09-15,U04022,Organic,Inactive,2023-09-17,2023-10-06,0,0,304,Germany
2023-09-01,U04023,PPC,Monthly,2023-09-15,,5,2440,351,Brazil
2023-01-24,U04024,Social Media,Monthly,2023-02-03,,7,1099,306,UK
2023-02-19,U04025,PPC,Monthly,2023-03-02,,5,2020,296,France
2023-07-02,U04026,Social Media,Monthly,2023-07-14,,1,123,442,India
2023-01-09,U04027,Organic,Monthly,2023-01-22,,2,660,406,India
2023-08-23,U04028,Organic,Free Trial,2023-09-02,,5,2055,498,Germany
2023-12-22,U04029,Social Media,Inactive,2024-01-02,2024-01-26,0,0,434,USA
2023-08-29,U04030,Organic,Monthly,2023-09-05,,7,2163,253,Germany
2023-05-26,U04031,PPC,Monthly,2023-06-08,,2,980,230,UK
2023-02-10,U04032,Organic,Annual,2023-02-20,,9,1143,1003,UK
2023-03-03,U04033,Organic,Monthly,2023-03-17,,6,654,392,France
2023-12-01,U04034,Referral,Inactive,2023-12-15,2024-01-21,0,0,245,Germany
2023-11-09,U04035,Organic,Monthly,2023-11-23,,2,368,329,France
2023-08-01,U04036,Referral,Annual,2023-08-04,,3,504,971,USA
2023-05-01,U04037,Referral,Free Trial,2023-05-04,,1,393,28,India
2023-02-21,U04038,Social Media,Inactive,2023-03-03,2023-05-02,0,0,224,India
2023-12-09,U04039,PPC,Annual,2023-12-12,,4,1728,1677,Germany
2023-12-17,U04040,PPC,Free Trial,2023-12-21,,5,235,123,France
2023-02-18,U04041,Social Media,Free Trial,2023-03-03,,7,3304,209,France
2023-03-08,U04042,Organic,Monthly,2023-03-13,,1,440,34,USA
2023-04-07,U04043,PPC,Inactive,2023-04-09,2023-05-15,0,0,431,France
2023-02-16,U04044,PPC,Free Trial,2023-02-28,,3,435,130,Brazil
2023-01-30,U04045,PPC,Monthly,2023-02-02,,2,226,239,Brazil
2023-11-21,U04046,PPC,Free Trial,2023-12-04,,8,3832,108,UK
2023-07-28,U04047,Organic,Monthly,2023-07-30,,5,1010,355,Brazil
2023-02-17,U04048,PPC,Monthly,2023-02-22,,1,259,12,Brazil
2023-01-29,U04049,Social Media,Inactive,2023-02-07,2023-03-07,0,0,395,UK
2023-12-10,U04050,Organic,Monthly,2023-12-13,,1,64,270,Brazil
2023-11-08,U04051,Referral,Inactive,2023-11-22,2023-12-10,0,0,454,Brazil
2023-04-11,U04052,PPC,Monthly,2023-04-25,,9,846,263,UK
2023-11-12,U04053,Social Media,Free Trial,2023-11-19,,7,826,29,Germany
2023-07-27,U04054,PPC,Monthly,2023-08-05,,5,260,213,UK
2023-03-04,U04055,Social Media,Monthly,2023-03-16,,3,1191,303,UK
2023-12-22,U04056,Organic,Inactive,2024-01-03,2024-02-16,0,0,473,Brazil
2023-03-07,U04057,Social Media,Inactive,2023-03-21,2023-04-27,0,0,366,India
2023-10-12,U04058,Organic,Free Trial,2023-10-13,,9,2493,137,Brazil
2023-01-12,U04059,Social Media,Free Trial,2023-01-18,,5,340,367,Germany
2023-04-05,U04060,Referral,Free Trial,2023-04-14,,6,2820,301,UK
2023-04-07,U04061,Organic,Inactive,2023-04-11,2023-05-28,0,0,183,USA
2023-03-18,U04062,Organic,Inactive,2023-03-26,2023-05-02,0,0,230,UK
2023-09-05,U04063,Social Media,Annual,2023-09-06,,7,1967,1279,Germany
2023-12-12,U04064,Organic,Monthly,2023-12-25,,1,399,378,France
2023-06-28,U04065,Social Media,Monthly,2023-07-09,,2,46,46,Brazil
2023-06-04,U04066,Organic,Monthly,2023-06-07,,7,2660,319,India
2023-10-12,U04067,Organic,Free Trial,2023-10-16,,8,968,158,India
2023-05-28,U04068,Referral,Monthly,2023-06-05,,4,1552,414,Brazil
2023-01-19,U04069,PPC,Free Trial,2023-01-27,,6,1938,101,Brazil
2023-03-10,U04070,Social Media,Free Trial,2023-03-14,,3,1272,79,Germany
2023-01-15,U04071,Organic,Inactive,2023-01-28,2023-02-19,0,0,93,UK
2023-12-25,U04072,PPC,Annual,2024-01-03,,3,1482,550,USA
2023-12-02,U04073,PPC,Monthly,2023-12-13,,7,1246,429,UK
2023-01-22,U04074,PPC,Monthly,2023-01-31,,8,3080,214,UK
2023-05-04,U04075,PPC,Monthly,2023-05-08,,3,900,497,USA
2023-10-14,U04076,PPC,Annual,2023-10-23,,2,510,1292,India
2023-12-29,U04077,PPC,Annual,2023-12-30,,6,1650,1585,UK
2023-09-06,U04078,Organic,Annual,2023-09-10,,4,1384,1156,France
2023-09-11,U04079,Social Media,Annual,2023-09-17,,8,2016,1694,France
2023-10-06,U04080,Organic,Free Trial,2023-10-18,,2,998,352,Germany
2023-04-03,U04081,PPC,Monthly,2023-04-14,,4,668,40,Germany
2023-07-28,U04082,Organic,Monthly,2023-07-29,,2,618,366,USA
2023-10-17,U04083,PPC,Monthly,2023-10-29,,2,896,430,USA
2023-02-16,U04084,Social Media,Annual,2023-02-23,,2,672,1583,Germany
2023-04-27,U04085,Organic,Monthly,2023-05-09,,1,27,70,Brazil
2023-12-12,U04086,Organic,Free Trial,2023-12-22,,4,368,76,UK
2023-07-12,U04087,Organic,Monthly,2023-07-15,,2,688,235,Brazil
2023-03-15,U04088,PPC,Inactive,2023-03-27,2023-04-19,0,0,422,India
2023-09-14,U04089,Social Media,Free Trial,2023-09-20,,9,3159,460,France
2023-10-12,U04090,Organic,Monthly,2023-10-21,,7,1834,344,USA
2023-02-12,U04091,Social Media,Monthly,2023-02-17,,6,1056,336,Germany
2023-08-09,U04092,Organic,Free Trial,2023-08-16,,3,153,76,France
2023-05-10,U04093,PPC,Monthly,2023-05-13,,7,1806,137,Brazil
2023-05-13,U04094,Referral,Annual,2023-05-27,,1,257,1291,USA
2023-11-05,U04095,Organic,Monthly,2023-11-13,,9,4023,281,USA
2023-05-14,U04096,PPC,Inactive,2023-05-28,2023-06-15,0,0,310,UK
2023-10-25,U04097,Organic,Free Trial,2023-11-06,,6,1770,43,USA
2023-04-18,U04098,Organic,Free Trial,2023-04-28,,6,174,221,India
2023-03-26,U04099,Organic,Inactive,2023-04-05,2023-04-29,0,0,309,USA
2023-01-07,U04100,Organic,Monthly,2023-01-20,,4,1444,382,India
2023-04-30,U04101,PPC,Monthly,2023-05-12,,3,1170,134,Brazil
2023-08-15,U04102,PPC,Annual,2023-08-20,,6,306,1381,UK
2023-01-09,U04103,PPC,Monthly,2023-01-18,,1,354,490,India
2023-10-01,U04104,Organic,Annual,2023-10-15,,8,768,1017,Brazil
2023-05-17,U04105,Organic,Free Trial,2023-05-27,,8,2160,129,France
2023-02-06,U04106,PPC,Free Trial,2023-02-19,,9,2835,179,USA
2023-10-14,U04107,Referral,Free Trial,2023-10-23,,6,1836,44,Germany
2023-01-31,U04108,Organic,Inactive,2023-02-02,2023-02-20,0,0,391,Germany
2023-06-11,U04109,Social Media,Free Trial,2023-06-20,,3,747,340,India
2023-07-08,U04110,PPC,Annual,2023-07-12,,1,176,1039,UK
2023-10-16,U04111,PPC,Inactive,2023-10-24,2023-11-23,0,0,349,India
2023-04-23,U04112,PPC,Monthly,2023-04-27,,3,684,423,Brazil
2023-12-13,U04113,Organic,Monthly,2023-12-18,,2,900,318,Brazil
2023-02-15,U04114,Organic,Monthly,2023-02-21,,3,1497,67,India
2023-04-17,U04115,PPC,Monthly,2023-04-28,,9,3870,421,India
2023-10-01,U04116,Organic,Monthly,2023-10-13,,8,3200,408,France
2023-03-03,U04117,Referral,Monthly,2023-03-05,,3,426,431,Brazil
2023-09-09,U04118,PPC,Inactive,2023-09-11,2023-10-11,0,0,315,France
2023-10-03,U04119,Organic,Inactive,2023-10-11,2023-12-05,0,0,150,India
2023-05-12,U04120,Social Media,Inactive,2023-05-14,2023-06-08,0,0,120,UK
2023-09-03,U04121,Organic,Inactive,2023-09-14,2023-10-23,0,0,172,USA
2023-11-26,U04122,PPC,Monthly,2023-11-29,,8,1544,120,Brazil
2023-04-30,U04123,PPC,Monthly,2023-05-08,,1,210,161,Germany
2023-07-27,U04124,Referral,Inactive,2023-07-31,2023-08-22,0,0,385,France
2023-06-27,U04125,Social Media,Monthly,2023-06-30,,4,1052,74,Brazil
2023-04-19,U04126,PPC,Inactive,2023-04-24,2023-05-25,0,0,115,USA
2023-02-22,U04127,PPC,Monthly,2023-03-04,,7,2541,225,France
2023-06-12,U04128,Referral,Monthly,2023-06-20,,9,3276,100,Brazil
2023-04-02,U04129,Organic,Annual,2023-04-16,,1,470,1774,France
2023-09-19,U04130,Organic,Inactive,2023-09-26,2023-11-09,0,0,451,France
2023-06-02,U04131,Organic,Free Trial,2023-06-16,,6,2718,35,India
2023-04-16,U04132,Organic,Annual,2023-04-22,,7,735,762,India
2023-11-24,U04133,PPC,Monthly,2023-12-02,,7,805,81,France
2023-07-19,U04134,PPC,Free Trial,2023-07-20,,8,1216,53,France
2023-04-10,U04135,PPC,Annual,2023-04-20,,8,1400,1782,Germany
2023-09-29,U04136,Organic,Monthly,2023-10-05,,8,80,142,USA
2023-07-10,U04137,Social Media,Monthly,2023-07-11,,8,440,170,USA
2023-12-17,U04138,Organic,Monthly,2023-12-31,,8,2008,241,UK
2023-02-24,U04139,PPC,Monthly,2023-03-09,,6,2118,389,UK
2023-10-17,U04140,PPC,Monthly,2023-10-28,,9,3924,270,UK
2023-10-21,U04141,Organic,Monthly,2023-10-29,,3,1491,392,India
2023-11-16,U04142,Organic,Free Trial,2023-11-28,,6,1722,378,India
2023-11-18,U04143,Organic,Inactive,2023-11-29,2024-01-24,0,0,120,Germany
2023-12-01,U04144,Social Media,Monthly,2023-12-07,,8,1208,173,India
2023-02-17,U04145,Referral,Annual,2023-03-03,,4,1580,737,UK
2023-08-31,U04146,PPC,Monthly,2023-09-10,,4,280,218,Brazil
2023-06-12,U04147,Organic,Monthly,2023-06-15,,5,2125,22,France
2023-07-02,U04148,PPC,Monthly,2023-07-03,,6,1818,418,UK
2023-02-17,U04149,Social Media,Monthly,2023-03-03,,4,936,67,Germany
2023-03-27,U04150,Social Media,Monthly,2023-04-07,,2,622,395,France
2023-03-21,U04151,Organic,Monthly,2023-03-23,,2,358,353,India
2023-11-25,U04152,Organic,Monthly,2023-11-30,,3,429,45,France
2023-06-05,U04153,Social Media,Free Trial,2023-06-18,,2,100,34,Brazil
2023-05-06,U04154,Organic,Monthly,2023-05-15,,1,240,43,Germany
2023-02-25,U04155,Organic,Free Trial,2023-03-07,,8,3344,149,India
2023-07-24,U04156,Organic,Free Trial,2023-07-28,,5,1175,284,USA
2023-12-04,U04157,PPC,Inactive,2023-12-17,2024-01-21,0,0,379,UK
2023-04-26,U04158,Social Media,Monthly,2023-05-03,,9,1071,371,Brazil
2023-07-30,U04159,Referral,Monthly,2023-08-03,,8,3952,231,Brazil
2023-07-18,U04160,PPC,Monthly,2023-07-19,,4,1224,46,UK
2023-06-06,U04161,PPC,Inactive,2023-06-19,2023-07-21,0,0,372,Germany
2023-03-27,U04162,Organic,Monthly,2023-04-02,,7,462,138,Germany
2023-10-05,U04163,PPC,Annual,2023-10-17,,7,3073,743,Brazil
2023-03-05,U04164,Organic,Monthly,2023-03-18,,1,132,332,UK
2023-12-03,U04165,PPC,Inactive,2023-12-07,2024-01-20,0,0,442,France
2023-12-24,U04166,Organic,Inactive,2024-01-03,2024-02-16,0,0,227,USA
2023-02-22,U04167,Organic,Inactive,2023-02-27,2023-04-14,0,0,344,USA
2023-01-31,U04168,Organic,Free Trial,2023-02-01,,7,504,439,Germany
2023-05-18,U04169,Organic,Free Trial,2023-05-21,,9,432,257,Germany
2023-03-16,U04170,Organic,Free Trial,2023-03-26,,5,735,120,France
2023-11-13,U04171,Organic,Free Trial,2023-11-17,,8,3824,313,Germany
2023-07-17,U04172,Referral,Inactive,2023-07-18,2023-09-01,0,0,229,USA
2023-12-22,U04173,PPC,Free Trial,2024-01-05,,7,1750,205,UK
2023-03-27,U04174,PPC,Free Trial,2023-04-01,,7,3206,156,Brazil
2023-07-26,U04175,Social Media,Free Trial,2023-08-08,,9,2115,353,USA
2023-06-25,U04176,Referral,Free Trial,2023-07-03,,3,1356,49,France
2023-06-15,U04177,PPC,Free Trial,2023-06-24,,1,215,143,UK
2023-05-08,U04178,Social Media,Annual,2023-05-18,,2,346,1059,UK
2023-08-09,U04179,Organic,Monthly,2023-08-22,,6,216,361,Brazil
2023-06-17,U04180,Organic,Free Trial,2023-06-23,,9,4194,487,USA
2023-06-22,U04181,PPC,Monthly,2023-06-25,,3,576,200,UK
2023-12-04,U04182,PPC,Monthly,2023-12-05,,2,414,172,UK
2023-05-22,U04183,PPC,Free Trial,2023-06-02,,1,488,465,Germany
2023-09-30,U04184,Organic,Monthly,2023-10-04,,2,692,70,UK
2023-02-17,U04185,Organic,Annual,2023-02-19,,3,1338,1028,France
2023-12-12,U04186,PPC,Annual,2023-12-19,,7,812,1795,UK
2023-03-04,U04187,Organic,Annual,2023-03-17,,2,906,565,Germany
2023-03-12,U04188,PPC,Free Trial,2023-03-21,,5,990,226,India
2023-08-16,U04189,PPC,Inactive,2023-08-29,2023-10-07,0,0,234,India
2023-08-23,U04190,Social Media,Inactive,2023-09-01,2023-10-12,0,0,496,France
2023-04-25,U04191,Social Media,Inactive,2023-04-27,2023-06-25,0,0,225,Brazil
2023-09-25,U04192,Social Media,Free Trial,2023-10-09,,8,1424,148,Brazil
2023-01-09,U04193,PPC,Inactive,2023-01-11,2023-02-10,0,0,115,France
2023-08-27,U04194,Social Media,Inactive,2023-08-29,2023-09-28,0,0,108,UK
2023-05-02,U04195,PPC,Inactive,2023-05-13,2023-06-25,0,0,177,UK
2023-10-06,U04196,Organic,Free Trial,2023-10-09,,1,429,458,India
2023-04-14,U04197,Organic,Annual,2023-04-18,,2,386,1029,India
2023-10-07,U04198,Organic,Inactive,2023-10-17,2023-11-10,0,0,96,USA
2023-10-15,U04199,PPC,Monthly,2023-10-28,,1,246,93,India
2023-04-13,U04200,PPC,Monthly,2023-04-24,,5,2060,233,India
2023-10-08,U04201,Social Media,Inactive,2023-10-10,2023-11-29,0,0,20,France
2023-10-22,U04202,Organic,Monthly,2023-11-02,,4,1912,336,USA
2023-01-06,U04203,Organic,Monthly,2023-01-08,,5,655,195,Brazil
2023-04-14,U04204,Referral,Monthly,2023-04-22,,1,426,359,USA
2023-05-28,U04205,Organic,Inactive,2023-06-03,2023-07-01,0,0,388,UK
2023-07-03,U04206,PPC,Free Trial,2023-07-08,,7,2688,441,UK
2023-03-21,U04207,PPC,Monthly,2023-04-03,,8,576,240,USA
2023-03-29,U04208,PPC,Monthly,2023-04-08,,2,670,150,USA
2023-09-20,U04209,Organic,Annual,2023-10-04,,7,3423,1024,UK
2023-12-29,U04210,Organic,Monthly,2023-12-30,,6,954,262,France
2023-03-05,U04211,Organic,Inactive,2023-03-08,2023-04-15,0,0,453,France
2023-02-27,U04212,PPC,Inactive,2023-02-28,2023-03-20,0,0,58,France
2023-10-12,U04213,PPC,Free Trial,2023-10-24,,4,356,460,France
2023-04-02,U04214,Organic,Monthly,2023-04-07,,9,4491,272,UK
2023-03-17,U04215,PPC,Free Trial,2023-03-29,,1,324,214,Germany
2023-10-04,U04216,Social Media,Monthly,2023-10-15,,6,972,366,India
2023-02-12,U04217,Organic,Monthly,2023-02-16,,8,208,418,India
2023-08-02,U04218,PPC,Inactive,2023-08-06,2023-09-06,0,0,416,India
2023-10-05,U04219,PPC,Inactive,2023-10-08,2023-10-25,0,0,60,India
2023-05-29,U04220,Organic,Free Trial,2023-06-06,,2,714,184,UK
2023-11-24,U04221,Organic,Free Trial,2023-11-28,,1,468,234,Germany
2023-02-12,U04222,PPC,Monthly,2023-02-25,,5,1055,270,UK
2023-08-27,U04223,Social Media,Monthly,2023-09-05,,6,2592,489,Germany
2023-02-14,U04224,Social Media,Free Trial,2023-02-18,,4,1156,231,UK
2023-12-24,U04225,PPC,Inactive,2024-01-02,2024-02-03,0,0,232,USA
2023-08-28,U04226,Social Media,Inactive,2023-09-03,2023-10-23,0,0,278,Germany
2023-03-16,U04227,Organic,Monthly,2023-03-17,,5,2450,307,India
2023-12-12,U04228,PPC,Inactive,2023-12-26,2024-01-19,0,0,390,Germany
2023-10-30,U04229,PPC,Monthly,2023-11-13,,8,3600,398,Brazil
2023-07-11,U04230,Organic,Annual,2023-07-22,,9,2781,535,France
2023-10-21,U04231,Social Media,Monthly,2023-11-03,,3,903,327,Germany
2023-07-11,U04232,PPC,Free Trial,2023-07-22,,3,1092,394,Brazil
2023-09-04,U04233,Organic,Inactive,2023-09-13,2023-10-02,0,0,83,France
2023-02-17,U04234,Referral,Monthly,2023-03-02,,6,2322,123,Brazil
2023-09-29,U04235,Organic,Annual,2023-10-06,,4,532,1507,France
2023-08-28,U04236,Organic,Monthly,2023-09-02,,8,712,63,USA
2023-05-13,U04237,Organic,Free Trial,2023-05-23,,2,108,209,Germany
2023-11-19,U04238,Social Media,Free Trial,2023-11-27,,2,970,381,Brazil
2023-11-07,U04239,Social Media,Monthly,2023-11-09,,7,1694,140,USA
2023-07-27,U04240,Organic,Monthly,2023-08-09,,5,2445,348,India
2023-07-26,U04241,PPC,Monthly,2023-08-03,,1,163,201,Germany
2023-11-28,U04242,Organic,Monthly,2023-12-04,,7,2828,188,UK
2023-04-11,U04243,Social Media,Monthly,2023-04-21,,7,1323,395,UK
2023-12-10,U04244,PPC,Annual,2023-12-15,,6,2508,1212,UK
2023-11-02,U04245,PPC,Monthly,2023-11-03,,4,160,296,Brazil
2023-03-21,U04246,Referral,Inactive,2023-03-30,2023-04-24,0,0,249,Brazil
2023-10-11,U04247,Organic,Monthly,2023-10-23,,2,108,254,France
2023-04-09,U04248,Organic,Monthly,2023-04-16,,2,760,339,UK
2023-12-30,U04249,PPC,Free Trial,2024-01-04,,2,664,126,India
2023-10-07,U04250,Referral,Monthly,2023-10-19,,3,1023,217,Brazil
2023-03-26,U04251,Organic,Free Trial,2023-04-02,,6,1512,494,Germany
2023-12-10,U04252,Organic,Monthly,2023-12-17,,1,49,221,Brazil
2023-10-15,U04253,Organic,Free Trial,2023-10-17,,2,878,268,Germany
2023-04-15,U04254,PPC,Monthly,2023-04-27,,2,382,389,Brazil
2023-03-10,U04255,Organic,Annual,2023-03-23,,1,306,1150,France
2023-10-27,U04256,PPC,Monthly,2023-10-29,,3,1446,235,France
2023-03-16,U04257,Referral,Free Trial,2023-03-23,,7,2695,350,France
2023-03-26,U04258,PPC,Free Trial,2023-03-28,,1,90,429,India
2023-06-01,U04259,Organic,Annual,2023-06-13,,7,329,1511,Brazil
2023-03-03,U04260,PPC,Free Trial,2023-03-09,,5,1825,425,Germany
2023-10-22,U04261,Organic,Monthly,2023-10-25,,9,3861,255,Brazil
2023-09-10,U04262,Social Media,Monthly,2023-09-17,,2,952,27,USA
2023-10-04,U04263,PPC,Monthly,2023-10-16,,1,437,43,France
2023-01-09,U04264,Organic,Monthly,2023-01-16,,9,594,321,UK
2023-09-17,U04265,PPC,Inactive,2023-09-30,2023-10-27,0,0,495,USA
2023-04-27,U04266,PPC,Free Trial,2023-05-11,,6,2844,332,USA
2023-05-26,U04267,PPC,Free Trial,2023-05-30,,5,195,190,France
2023-09-02,U04268,Organic,Free Trial,2023-09-06,,8,2200,460,UK
2023-04-05,U04269,Social Media,Free Trial,2023-04-10,,8,1888,356,France
2023-06-17,U04270,Referral,Free Trial,2023-07-01,,5,1630,203,France
2023-02-22,U04271,PPC,Monthly,2023-03-05,,7,3192,201,UK
2023-02-16,U04272,Referral,Monthly,2023-02-27,,1,301,76,USA
2023-08-29,U04273,Organic,Monthly,2023-09-03,,4,252,218,USA
2023-05-23,U04274,PPC,Monthly,2023-05-30,,2,212,375,Brazil
2023-11-28,U04275,PPC,Annual,2023-12-06,,3,1374,925,UK
2023-02-22,U04276,PPC,Monthly,2023-03-01,,1,475,255,USA
2023-05-09,U04277,PPC,Free Trial,2023-05-14,,2,26,254,India
2023-11-04,U04278,Organic,Monthly,2023-11-13,,1,448,175,France
2023-09-07,U04279,Organic,Free Trial,2023-09-18,,8,2552,305,India
2023-05-27,U04280,Organic,Free Trial,2023-06-07,,4,1504,412,India
2023-09-02,U04281,Organic,Monthly,2023-09-12,,3,300,220,Brazil
2023-05-20,U04282,Social Media,Inactive,2023-05-28,2023-06-23,0,0,142,Brazil
2023-06-19,U04283,Organic,Annual,2023-06-21,,2,658,1888,Brazil
2023-03-10,U04284,Organic,Free Trial,2023-03-22,,3,1152,407,India
2023-07-18,U04285,PPC,Inactive,2023-07-31,2023-09-20,0,0,356,Germany
2023-02-28,U04286,PPC,Annual,2023-03-11,,6,954,991,Germany
2023-07-02,U04287,Social Media,Monthly,2023-07-15,,8,1944,73,India
2023-11-27,U04288,PPC,Inactive,2023-12-11,2024-01-09,0,0,121,France
2023-01-29,U04289,Organic,Monthly,2023-01-30,,2,692,365,India
2023-03-29,U04290,Social Media,Free Trial,2023-04-11,,2,136,194,India
2023-08-21,U04291,PPC,Monthly,2023-08-22,,7,1358,113,Brazil
2023-04-10,U04292,Organic,Monthly,2023-04-18,,1,447,428,Brazil
2023-02-07,U04293,PPC,Monthly,2023-02-09,,1,53,222,Brazil
2023-05-03,U04294,Referral,Monthly,2023-05-07,,7,1323,14,Germany
2023-09-25,U04295,Organic,Inactive,2023-10-03,2023-11-01,0,0,128,India
2023-04-21,U04296,Organic,Inactive,2023-04-23,2023-05-14,0,0,353,France
2023-05-12,U04297,Organic,Inactive,2023-05-23,2023-07-08,0,0,258,France
2023-08-16,U04298,Organic,Inactive,2023-08-28,2023-09-26,0,0,176,Brazil
2023-02-23,U04299,PPC,Inactive,2023-02-26,2023-04-15,0,0,392,Brazil
2023-02-12,U04300,PPC,Free Trial,2023-02-13,,9,4266,251,India
2023-03-08,U04301,Organic,Free Trial,2023-03-22,,4,256,289,France
2023-09-21,U04302,Referral,Monthly,2023-09-28,,9,1782,433,India
2023-09-06,U04303,Social Media,Inactive,2023-09-09,2023-10-26,0,0,372,Germany
2023-01-12,U04304,PPC,Monthly,2023-01-16,,7,2408,247,India
2023-12-25,U04305,Social Media,Annual,2023-12-28,,2,172,1682,Brazil
2023-03-04,U04306,Organic,Free Trial,2023-03-16,,4,1220,214,USA
2023-01-06,U04307,PPC,Free Trial,2023-01-19,,6,1368,495,Germany
